rate,autor,url,title
9.4,作者:兰晓龙,https://book.douban.com/subject/3511129/,我的团长我的团（下部）
9.3,作者:蘅塘退士/陈婉俊,https://book.douban.com/subject/1013267/,唐诗三百首
9.3,作者:张纯如,https://book.douban.com/subject/2245468/,南京浩劫
9.4,作者:王小波,https://book.douban.com/subject/1883991/,王小波全集
9.3,作者:[英]山姆·麦克布雷尼文/安妮塔·婕朗图,https://book.douban.com/subject/1433640/,猜猜我有多爱你
9.2,作者:[美]艾萨克·阿西莫夫,https://book.douban.com/subject/1258490/,基地
9.3,作者:[日]田中芳树,https://book.douban.com/subject/1418999/,银河英雄传说
9.2,作者:[日]莫莉蓟野,https://book.douban.com/subject/4060362/,猫城小事
9.2,作者:[伊朗]玛赞·莎塔碧,https://book.douban.com/subject/1769765/,我在伊朗长大1
9.3,作者:[英]吉米·哈利,https://book.douban.com/subject/10519369/,万物生光辉
9.1,作者:(巴西)若泽•毛罗•德瓦斯康塞洛斯,https://book.douban.com/subject/4826530/,我亲爱的甜橙树
9.1,作者:(美)马里奥·普佐,https://book.douban.com/subject/25762009/,教父
9.3,作者:罗伯特·麦基,https://book.douban.com/subject/25976544/,故事
9.1,作者:(意)卡尔维诺,https://book.douban.com/subject/6789605/,树上的男爵
9.2,作者:盐野七生,https://book.douban.com/subject/7064370/,罗马人的故事2
9.2,作者:(法)儒勒·凡尔纳,https://book.douban.com/subject/2215160/,神秘岛（全三册）
9.0,作者:阿加莎・克里斯蒂,https://book.douban.com/subject/1215310/,罗杰・艾克罗伊德谋杀案
9.0,作者:萧红,https://book.douban.com/subject/1136074/,呼兰河传
9.0,作者:白先勇,https://book.douban.com/subject/5337254/,孽子
9.3,作者:木心,https://book.douban.com/subject/3339812/,木心作品八种
9.0,作者:史铁生,https://book.douban.com/subject/1311280/,灵魂的事
9.2,作者:[英]吉米·哈利,https://book.douban.com/subject/4882023/,万物既聪慧又奇妙
9.0,作者:[法]阿尔贝·加缪,https://book.douban.com/subject/4908885/,局外人
9.0,作者:(德)黑塞,https://book.douban.com/subject/4908883/,荒原狼
9.2,作者:(奥)劳伦兹,https://book.douban.com/subject/1024846/,所罗门王的指环
9.1,作者:一行禅师,https://book.douban.com/subject/2122992/,故道白云
9.2,作者:冯友兰,https://book.douban.com/subject/3410709/,中国哲学简史
9.3,作者:（美）保罗·萨缪尔森,https://book.douban.com/subject/2983683/,经济学
9.2,作者:[美]查尔斯·舒尔茨,https://book.douban.com/subject/1016845/,史努比黄金50年
9.3,作者:鲁兵主编,https://book.douban.com/subject/1483522/,365夜
9.1,作者:刘义庆,https://book.douban.com/subject/2281861/,世说新语
9.2,作者:[美]艾萨克·阿西莫夫,https://book.douban.com/subject/10604915/,银河帝国3：第二基地
9.2,作者:PeterVanDerLinden,https://book.douban.com/subject/2377310/,C专家编程
9.2,作者:[英]阿·柯南道尔,https://book.douban.com/subject/1040211/,福尔摩斯探案全集（上中下）
9.0,作者:慕容引刀,https://book.douban.com/subject/3108835/,让爱点亮
9.0,作者:[德]赫尔曼·黑塞,https://book.douban.com/subject/3406401/,悉达多
9.1,作者:美国纽约摄影学院,https://book.douban.com/subject/1007928/,美国纽约摄影学院摄影教材（上）
9.1,作者:EricS.Raymond,https://book.douban.com/subject/1467587/,UNIX编程艺术
9.1,作者:[法国]马塞尔·普鲁斯特,https://book.douban.com/subject/1092168/,追忆似水年华（上下册）
9.1,作者:[法]列维-斯特劳斯,https://book.douban.com/subject/1393447/,忧郁的热带
9.0,作者:[美]埃里克·霍弗,https://book.douban.com/subject/3057556/,狂热分子
9.1,作者:钱穆,https://book.douban.com/subject/1003479/,中国历代政治得失
9.0,作者:[美]菲利普·科特勒/[美]凯文·莱恩·凯勒,https://book.douban.com/subject/1894695/,营销管理
9.1,作者:谢尔・希尔弗斯坦,https://book.douban.com/subject/1059503/,爱心树
9.1,作者:余华,https://book.douban.com/subject/1061118/,活着
9.0,作者:尹建莉,https://book.douban.com/subject/3465080/,好妈妈胜过好老师
9.2,作者:[伊朗]玛赞·莎塔碧,https://book.douban.com/subject/1769769/,我在伊朗长大3
9.1,作者:[德]埃·奥·卜劳恩绘,https://book.douban.com/subject/1002898/,父与子全集
9.0,作者:慕容引刀,https://book.douban.com/subject/2251434/,被爱路过
9.1,作者:[日]莫莉蓟野,https://book.douban.com/subject/3774884/,子猫絮语
9.2,作者:[英]乔治·奥威尔,https://book.douban.com/subject/2035179/,动物农场
9.1,作者:王小波,https://book.douban.com/subject/1054685/,沉默的大多数
9.0,作者:hans,https://book.douban.com/subject/3554154/,阿狸·梦之城堡
9.1,作者:余华,https://book.douban.com/subject/1082154/,活着
9.0,作者:[法]圣埃克苏佩里,https://book.douban.com/subject/1084336/,小王子
9.1,作者:[日]东野圭吾,https://book.douban.com/subject/3259440/,白夜行
9.0,作者:[英]阿加莎·克里斯蒂,https://book.douban.com/subject/1827374/,东方快车谋杀案
9.0,作者:[英]奥斯丁,https://book.douban.com/subject/1401841/,傲慢与偏见
9.2,作者:（丹麦）安徒生,https://book.douban.com/subject/1046209/,安徒生童话故事集
9.2,作者:路遥,https://book.douban.com/subject/3523041/,平凡的世界（全三册）
9.2,作者:三毛,https://book.douban.com/subject/1060068/,撒哈拉的故事
9.3,作者:[美国]玛格丽特·米切尔,https://book.douban.com/subject/1068920/,飘
9.2,作者:[明]罗贯中,https://book.douban.com/subject/1019568/,三国演义（全二册）
9.1,作者:[英]王尔德,https://book.douban.com/subject/1119839/,王尔德童话
9.1,作者:卡里·纪伯伦,https://book.douban.com/subject/2212371/,先知
9.1,作者:[法]阿尔贝·加缪,https://book.douban.com/subject/1034066/,加缪文集
9.1,作者:[英]瑞·蒙克,https://book.douban.com/subject/6152040/,维特根斯坦传
9.2,作者:中国社会科学院语言研究所编,https://book.douban.com/subject/1001896/,新华字典（1998年修订本）
9.2,作者:兰晓龙,https://book.douban.com/subject/3297466/,我的团长我的团（上部）
9.1,作者:ElliotAronson,https://book.douban.com/subject/2328458/,社会性动物
9.1,作者:[美]迈克尔·桑德尔,https://book.douban.com/subject/5408882/,公正
9.1,作者:[美]ErichGamma/RichardHelm/RalphJohnson/JohnVlissides,https://book.douban.com/subject/1052241/,设计模式
9.2,作者:（德）叔本华,https://book.douban.com/subject/1292409/,人生的智慧
9.1,作者:[美]R·柯朗H·罗宾著/I·斯图尔特修订,https://book.douban.com/subject/1320282/,什么是数学
9.3,作者:[晋]陈寿撰/[宋]裴松之注,https://book.douban.com/subject/1014763/,三国志（全五册）
9.2,作者:杨显惠,https://book.douban.com/subject/3239549/,夹边沟记事
9.1,作者:当年明月,https://book.douban.com/subject/3674537/,明朝那些事儿（1-9）
9.2,作者:[奥］斯蒂芬・茨威格,https://book.douban.com/subject/1062343/,昨日的世界
9.2,作者:萧涤非/等,https://book.douban.com/subject/1021990/,唐诗鉴赏辞典
9.0,作者:幾米,https://book.douban.com/subject/3665874/,星空
9.2,作者:[阿根廷]博尔赫斯,https://book.douban.com/subject/1440972/,博尔赫斯小说集
9.0,作者:[美]彼得·海斯勒,https://book.douban.com/subject/7060185/,江城
9.1,作者:安徒生,https://book.douban.com/subject/1765512/,海的女儿
9.1,作者:王小波,https://book.douban.com/subject/1014578/,我的精神家园
9.0,作者:林达,https://book.douban.com/subject/1027191/,历史深处的忧虑
9.1,作者:[美]曼昆,https://book.douban.com/subject/1028842/,经济学原理（上下）
9.1,出版社:少年儿童出版社,https://book.douban.com/subject/2160556/,十万个为什么
9.0,作者:[奥]斯台芬·茨威格,https://book.douban.com/subject/2158684/,象棋的故事
9.0,作者:王小波,https://book.douban.com/subject/1776683/,沉默的大多数
9.0,作者:（日）东野圭吾,https://book.douban.com/subject/4117922/,嫌疑人X的献身
9.1,作者:[清]蒲松龄著/朱其铠等校注,https://book.douban.com/subject/1036397/,全本新注聊斋志异（全三册）
9.1,作者:屈原,https://book.douban.com/subject/1393724/,楚辞
9.0,作者:[英]阿瑟·克拉克,https://book.douban.com/subject/2340609/,2001太空漫游
9.0,作者:[美]特德·蒋,https://book.douban.com/subject/1187842/,你一生的故事
9.1,作者:宫西达也,https://book.douban.com/subject/1026035/,你看起来好像很好吃
9.1,作者:张乐平,https://book.douban.com/subject/1009273/,三毛流浪记（全集）
9.0,作者:张乐平,https://book.douban.com/subject/2129427/,三毛从军记全集
9.0,作者:[日]伊坂幸太郎,https://book.douban.com/subject/5038409/,金色梦乡
9.0,作者:[美]彼得·海斯勒,https://book.douban.com/subject/5414391/,寻路中国
9.1,作者:[法]米歇尔·福柯,https://book.douban.com/subject/1012307/,规训与惩罚
9.0,作者:[英]毛姆,https://book.douban.com/subject/2035162/,刀锋
8.9,作者:章东磐,https://book.douban.com/subject/3824491/,父亲的战场
9.0,作者:[美]丹·西蒙斯,https://book.douban.com/subject/2052049/,海伯利安
9.0,作者:[俄]布尔加科夫,https://book.douban.com/subject/1077492/,大师和玛格丽特
9.0,作者:林达,https://book.douban.com/subject/1014825/,我也有一个梦想
9.0,作者:王国维,https://book.douban.com/subject/1203426/,人间词话
9.0,出版社:中国基督教协会,https://book.douban.com/subject/1803022/,圣经
9.0,作者:费孝通,https://book.douban.com/subject/2274697/,江村经济
9.4,作者:桔子樹,https://book.douban.com/subject/6531656/,麒麟之与子同袍
9.1,作者:(英)王尔德,https://book.douban.com/subject/4736014/,快乐王子
9.1,作者:李娟,https://book.douban.com/subject/11602263/,羊道·深山夏牧场
9.2,作者:[俄]列夫·托尔斯泰,https://book.douban.com/subject/2253380/,安娜·卡列尼娜
9.1,作者:李娟,https://book.douban.com/subject/11602265/,羊道·前山夏牧场
9.5,作者:旋元佑,https://book.douban.com/subject/1014914/,英语魔法师之语法俱乐部
9.3,作者:CharlesPetzold,https://book.douban.com/subject/1024570/,编码的奥秘
9.0,作者:(日)三岛由纪夫,https://book.douban.com/subject/5395162/,天人五衰
9.2,作者:李碧华,https://book.douban.com/subject/2137767/,霸王别姬
9.1,作者:[奥]莱内·马利亚·里尔克,https://book.douban.com/subject/5908654/,给青年诗人的信
9.1,作者:DouglasCrockford,https://book.douban.com/subject/3590768/,JavaScript语言精粹
9.3,作者:[日]芥川龙之介,https://book.douban.com/subject/1457542/,芥川龙之介全集
9.0,作者:TOBYSEGARAN,https://book.douban.com/subject/3288908/,集体智慧编程
9.1,作者:阿城,https://book.douban.com/subject/3013624/,棋王.樹王.孩子王
9.0,作者:（法）安德烈·巴赞,https://book.douban.com/subject/3266617/,电影是什么？
9.2,作者:老舍,https://book.douban.com/subject/2032964/,正红旗下
9.1,作者:(法)克利斯提昂.约里波瓦/文/(法)克利斯提昂.艾利施/图,https://book.douban.com/subject/1899006/,我想去看海
9.0,作者:藤萍,https://book.douban.com/subject/1312997/,香初上舞·终上
9.0,作者:藤萍,https://book.douban.com/subject/1276930/,香初上舞·再上
9.6,作者:赖世雄,https://book.douban.com/subject/4201317/,美语音标
9.0,作者:[英]毛姆,https://book.douban.com/subject/6313524/,人生的枷锁
9.6,作者:金庸,https://book.douban.com/subject/3532347/,金庸全集
9.2,作者:毛泽东,https://book.douban.com/subject/1139360/,毛泽东选集第一卷
9.3,作者:陈鼓应注译,https://book.douban.com/subject/1051919/,庄子今注今译（全三册）
9.1,作者:秦晖,https://book.douban.com/subject/1076378/,传统十论
9.3,作者:汪曾祺,https://book.douban.com/subject/10794792/,受戒
8.9,作者:[英]肯·福莱特,https://book.douban.com/subject/26698660/,巨人的陨落
9.6,作者:[英]贡布里希(SirE.H.Gombrich),https://book.douban.com/subject/3162991/,艺术的故事
9.0,作者:[澳]格里高利·大卫·罗伯兹,https://book.douban.com/subject/3673771/,项塔兰
9.1,作者:李光耀,https://book.douban.com/subject/26413154/,李光耀观天下
9.1,作者:白先勇,https://book.douban.com/subject/26253699/,台北人
9.1,作者:南怀瑾,https://book.douban.com/subject/2221115/,庄子諵譁（下）
9.2,作者:鲁迅,https://book.douban.com/subject/2046909/,故事新编
9.3,作者:汪曾祺,https://book.douban.com/subject/1444077/,汪曾祺小说经典
9.1,作者:鸟哥,https://book.douban.com/subject/4889838/,鸟哥的Linux私房菜
9.3,作者:錢穆,https://book.douban.com/subject/1046492/,國史大綱（上下）
9.3,作者:费孝通,https://book.douban.com/subject/1310228/,乡土中国生育制度
9.3,作者:鲁兵主编/朱延龄插图,https://book.douban.com/subject/1941301/,365夜故事（上下）
9.2,作者:[美]艾萨克·阿西莫夫,https://book.douban.com/subject/1258491/,基地与帝国
9.1,作者:顾准,https://book.douban.com/subject/2025235/,顾准文集
9.2,作者:[美]米切尔,https://book.douban.com/subject/1083474/,飘（全二册）
9.1,作者:[荷]文森特·凡高,https://book.douban.com/subject/4903265/,亲爱的提奥
